Bigram                        		Count          		Probabiltites
report third-quarter          		1.0            		0.1
third-quarter net             		1.0            		0.125
net of                        		2.0            		0.4
of about                      		5.0            		0.0053304904
about $                       		6.0            		0.14285715
$ 34                          		1.0            		0.01
34 million                    		1.0            		0.5
million ,                     		6.0            		0.115384616
, or                          		18.0           		0.00889328
or $                          		5.0            		0.08928572
$ 1.50                        		1.0            		0.01
1.50 a                        		1.0            		1.0
a share                       		19.0           		0.03264605
share ,                       		11.0           		0.5
, down                        		2.0            		9.881423E-4
down from                     		2.0            		0.11111111
from $                        		2.0            		0.024390243
$ 38.4                        		1.0            		0.01
38.4 million                  		1.0            		1.0
million ,                     		6.0            		0.115384616
, or                          		18.0           		0.00889328
or $                          		5.0            		0.08928572
$ 1.70                        		1.0            		0.01
1.70 a                        		1.0            		1.0
a share                       		19.0           		0.03264605
share ,                       		11.0           		0.5
, a                           		68.0           		0.03359684
a year                        		7.0            		0.012027492
year earlier                  		3.0            		0.09375
earlier ,                     		3.0            		0.33333334
, Richard                     		2.0            		9.881423E-4
Richard P.                    		1.0            		0.04761905
P. Simmons                    		2.0            		0.33333334
Simmons ,                     		4.0            		0.6666667
, chairman                    		187.0          		0.092391305
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer ,                     		56.0           		0.4148148
, told                        		5.0            		0.0024703557
told institutional            		1.0            		0.09090909
institutional investors       		2.0            		1.0
investors in                  		2.0            		0.15384616
in New                        		9.0            		0.025069637
New York                      		26.0           		0.7878788
York .                        		2.0            		0.074074075
. People                      		3.0            		0.003003003
People familiar               		3.0            		0.6
familiar with                 		7.0            		1.0
with Monday                   		1.0            		0.0091743115
Monday 's                     		1.0            		0.09090909
's board                      		48.0           		0.124675326
board meeting                 		10.0           		0.027322404
meeting said                  		1.0            		0.045454547
said it                       		20.0           		0.071174376
it was                        		15.0           		0.15306123
was the                       		4.0            		0.022857143
the state                     		3.0            		0.0020979021
state 's                      		2.0            		0.15384616
's refusal                    		1.0            		0.0025974025
refusal to                    		1.0            		1.0
to explicitly                 		1.0            		0.0015408321
explicitly reaffirm           		1.0            		1.0
reaffirm the                  		1.0            		1.0
the credit                    		1.0            		6.993007E-4
credit guarantees             		1.0            		0.25
guarantees that               		1.0            		0.5
that led                      		1.0            		0.0038910506
led Union                     		1.0            		0.07692308
Union Bank                    		1.0            		1.0
Bank and                      		1.0            		0.071428575
and Postipankki               		1.0            		0.0014771048
Postipankki to                		1.0            		1.0
to halt                       		2.0            		0.0030816642
halt lending                  		1.0            		0.5
lending to                    		1.0            		0.5
to Waertsilae                 		1.0            		0.0015408321
Waertsilae Marine             		1.0            		1.0
Marine .                      		1.0            		1.0
. But                         		26.0           		0.026026025
But analysts                  		1.0            		0.03448276
analysts said                 		1.0            		0.11111111
said early                    		1.0            		0.0035587188
early results                 		1.0            		0.083333336
results from                  		1.0            		0.25
from the                      		22.0           		0.2682927
the reorganization            		1.0            		6.993007E-4
reorganization have           		1.0            		0.5
have been                     		7.0            		0.12068965
been disappointing            		1.0            		0.02631579
disappointing ,               		1.0            		1.0
, especially                  		3.0            		0.0014822134
especially in                 		2.0            		0.2857143
in Europe                     		2.0            		0.0055710305
Europe ,                      		1.0            		0.33333334
, and                         		88.0           		0.04347826
and there                     		2.0            		0.0029542097
there were                    		1.0            		0.055555556
were signs                    		1.0            		0.020833334
signs that                    		1.0            		0.5
that the                      		52.0           		0.20233463
the board                     		144.0          		0.1006993
board became                  		1.0            		0.0027322404
became impatient              		1.0            		0.25
impatient .                   		2.0            		1.0
. He                          		30.0           		0.03003003
He was                        		6.0            		0.17142858
was chairman                  		6.0            		0.034285713
chairman and                  		140.0          		0.25270757
and co-chief                  		3.0            		0.0044313148
co-chief executive            		4.0            		1.0
executive officer             		114.0          		0.6031746
officer of                    		46.0           		0.34074074
of Ladenburg                  		1.0            		0.0010660981
Ladenburg ,                   		1.0            		0.5
, Thalmann                    		1.0            		4.9407117E-4
Thalmann &                    		1.0            		1.0
& Co.                         		13.0           		0.325
Co. until                     		2.0            		0.05882353
until July                    		1.0            		0.05882353
July ,                        		1.0            		0.25
, when                        		11.0           		0.0054347827
when he                       		5.0            		0.17857143
he was                        		6.0            		0.069767445
was named                     		42.0           		0.24
named co-chairman             		1.0            		0.01754386
co-chairman of                		1.0            		0.5
of the                        		266.0          		0.2835821
the investment-banking        		1.0            		6.993007E-4
investment-banking firm       		2.0            		0.6666667
firm along                    		1.0            		0.03448276
along with                    		3.0            		0.75
with Howard                   		1.0            		0.0091743115
Howard L.                     		1.0            		0.25
L. Blum                       		1.0            		0.04347826
Blum Jr.                      		1.0            		0.5
Jr. ,                         		27.0           		0.96428573
, who                         		63.0           		0.031126482
who then                      		1.0            		0.010204081
then became                   		1.0            		0.125
became the                    		1.0            		0.25
the sole                      		1.0            		6.993007E-4
sole chief                    		1.0            		1.0
chief executive               		164.0          		0.86315787
executive .                   		10.0           		0.052910052
. Seven                       		1.0            		0.001001001
Seven Japanese                		1.0            		1.0
Japanese department-store     		1.0            		0.14285715
department-store groups       		1.0            		1.0
groups were                   		1.0            		1.0
were approached               		1.0            		0.020833334
approached by                 		1.0            		1.0
by investment                 		1.0            		0.0074074073
investment bankers            		1.0            		0.03846154
bankers representing          		2.0            		0.5
representing Bloomingdale     		1.0            		0.25
Bloomingdale 's               		2.0            		1.0
's chairman                   		66.0           		0.17142858
chairman ,                    		92.0           		0.16606498
, Marvin                      		1.0            		4.9407117E-4
Marvin Traub                  		1.0            		0.5
Traub ,                       		1.0            		1.0
, and                         		88.0           		0.04347826
and more                      		1.0            		0.0014771048
more than                     		13.0           		0.52
than half                     		1.0            		0.037037037
half are                      		1.0            		0.25
are seeking                   		1.0            		0.016393442
seeking additional            		1.0            		0.16666667
additional information        		1.0            		0.0625
information on                		1.0            		0.33333334
on the                        		65.0           		0.43333334
the group                     		6.0            		0.0041958042
group ,                       		5.0            		0.11363637
, bankers                     		1.0            		4.9407117E-4
bankers say                   		1.0            		0.25
say .                         		1.0            		0.07692308
. David                       		5.0            		0.005005005
David Boren                   		2.0            		0.10526316
Boren ,                       		1.0            		0.5
, the                         		111.0          		0.0548419
the Intelligence              		1.0            		6.993007E-4
Intelligence Committee        		1.0            		1.0
Committee chairman            		4.0            		0.22222222
chairman ,                    		92.0           		0.16606498
, is                          		14.0           		0.006916996
is upset                      		1.0            		0.0053475937
upset that                    		1.0            		1.0
that someone                  		1.0            		0.0038910506
someone leaked                		1.0            		0.5
leaked a                      		1.0            		1.0
a letter                      		3.0            		0.005154639
letter to                     		6.0            		0.6666667
to the                        		85.0           		0.13097073
the committee                 		5.0            		0.0034965035
committee from                		1.0            		0.037037037
from the                      		22.0           		0.2682927
the Reagan                    		1.0            		6.993007E-4
Reagan administration         		1.0            		1.0
administration suggesting     		1.0            		0.09090909
suggesting that               		1.0            		1.0
that the                      		52.0           		0.20233463
the U.S.                      		4.0            		0.002797203
U.S. would                    		1.0            		0.071428575
would undertake               		1.0            		0.011627907
undertake to                  		1.0            		1.0
to warn                       		1.0            		0.0015408321
warn Panamanian               		1.0            		1.0
Panamanian thug               		1.0            		1.0
thug Manuel                   		1.0            		1.0
Manuel Noriega                		1.0            		0.33333334
Noriega if                    		1.0            		1.0
if it                         		4.0            		0.17391305
it got                        		1.0            		0.010204081
got wind                      		1.0            		0.25
wind of                       		1.0            		1.0
of an                         		6.0            		0.0063965884
an impending                  		1.0            		0.012658228
impending coup                		1.0            		0.5
coup that                     		1.0            		0.5
that might                    		1.0            		0.0038910506
might result                  		1.0            		0.071428575
result in                     		1.0            		0.1
in his                        		6.0            		0.016713092
his assassination             		1.0            		0.0125
assassination .               		1.0            		1.0
. He                          		30.0           		0.03003003
He also                       		2.0            		0.057142857
also is                       		2.0            		0.035714287
is close                      		1.0            		0.0053475937
close to                      		1.0            		0.14285715
to American                   		2.0            		0.0030816642
American Express              		4.0            		0.18181819
Express 's                    		1.0            		0.2
's chairman                   		66.0           		0.17142858
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer ,                     		56.0           		0.4148148
, James                       		9.0            		0.00444664
James D.                      		2.0            		0.07692308
D. Robinson                   		2.0            		0.06666667
Robinson III                  		2.0            		1.0
III .                         		1.0            		0.125
. Regarding                   		1.0            		0.001001001
Regarding the                 		1.0            		1.0
the Oct.                      		1.0            		6.993007E-4
Oct. 3                        		1.0            		0.083333336
3 letter                      		1.0            		0.33333334
letter to                     		6.0            		0.6666667
to the                        		85.0           		0.13097073
the editor                    		1.0            		6.993007E-4
editor from                   		1.0            		0.25
from Rep.                     		1.0            		0.0121951215
Rep. Tom                      		1.0            		0.055555556
Tom Lantos                    		1.0            		1.0
Lantos ,                      		1.0            		1.0
, chairman                    		187.0          		0.092391305
chairman of                   		225.0          		0.4061372
of the                        		266.0          		0.2835821
the House                     		11.0           		0.0076923077
House Subcommittee            		1.0            		0.05
Subcommittee on               		1.0            		0.33333334
on Employment                 		1.0            		0.006666667
Employment and                		1.0            		0.5
and Housing                   		2.0            		0.0029542097
Housing ,                     		1.0            		0.5
, alleging                    		1.0            		4.9407117E-4
alleging :                    		1.0            		1.0
: He                          		1.0            		0.03846154
He will                       		5.0            		0.14285715
will also                     		1.0            		0.00877193
also remain                   		1.0            		0.017857144
remain a                      		4.0            		0.17391305
a director                    		24.0           		0.041237112
director ,                    		7.0            		0.1590909
, US                          		2.0            		9.881423E-4
US Facilities                 		3.0            		1.0
Facilities said               		1.0            		0.33333334
said ,                        		13.0           		0.046263345
, but                         		24.0           		0.011857707
but wo                        		1.0            		0.028571429
wo n't                        		2.0            		1.0
n't serve                     		1.0            		0.011111111
serve on                      		3.0            		0.33333334
on any                        		1.0            		0.006666667
any board                     		1.0            		0.04
board committees              		1.0            		0.0027322404
committees .                  		1.0            		1.0
. Keystone                    		1.0            		0.001001001
Keystone Consolidated         		1.0            		0.5
Consolidated Industries       		1.0            		0.5
Industries Inc.               		3.0            		1.0
Inc. expects                  		1.0            		0.019607844
expects to                    		7.0            		0.53846157
to report                     		4.0            		0.0061633284
report earnings               		2.0            		0.2
earnings before               		1.0            		0.055555556
before extraordinary          		1.0            		0.055555556
extraordinary tax             		1.0            		1.0
tax benefits                  		1.0            		0.33333334
benefits of                   		1.0            		1.0
of about                      		5.0            		0.0053304904
about $                       		6.0            		0.14285715
$ 1.5                         		1.0            		0.01
1.5 million                   		1.0            		0.5
million ,                     		6.0            		0.115384616
, or                          		18.0           		0.00889328
or about                      		3.0            		0.05357143
about 41                      		1.0            		0.023809524
41 cents                      		1.0            		0.33333334
cents a                       		5.0            		0.625
a share                       		19.0           		0.03264605
share ,                       		11.0           		0.5
, for                         		6.0            		0.0029644268
for the                       		40.0           		0.25641027
the third                     		6.0            		0.0041958042
third quarter                 		5.0            		0.8333333
quarter ,                     		4.0            		0.26666668
, compared                    		2.0            		9.881423E-4
compared with                 		3.0            		1.0
with a                        		13.0           		0.119266056
a loss                        		2.0            		0.0034364262
loss last                     		1.0            		0.2
last year                     		4.0            		0.121212125
year ,                        		7.0            		0.21875
, said                        		100.0          		0.049407113
said Glenn                    		1.0            		0.0035587188
Glenn R.                      		1.0            		1.0
R. Simmons                    		1.0            		0.06666667
Simmons ,                     		4.0            		0.6666667
, chairman                    		187.0          		0.092391305
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer .                     		21.0           		0.15555556
. Fred                        		1.0            		0.001001001
Fred D.                       		1.0            		0.33333334
D. Thompson                   		1.0            		0.033333335
Thompson ,                    		1.0            		0.5
, a                           		68.0           		0.03359684
a 47-year-old                 		1.0            		0.0017182131
47-year-old attorney          		1.0            		1.0
attorney in                   		1.0            		0.2
in private                    		1.0            		0.0027855153
private practice              		1.0            		0.125
practice in                   		1.0            		0.25
in Washington                 		3.0            		0.008356546
Washington and                		1.0            		0.16666667
and Nashville                 		1.0            		0.0014771048
Nashville ,                   		1.0            		1.0
, Tenn.                       		2.0            		9.881423E-4
Tenn. ,                       		2.0            		1.0
, was                         		51.0           		0.025197629
was elected                   		19.0           		0.108571425
elected to                    		12.0           		0.34285715
to the                        		85.0           		0.13097073
the board                     		144.0          		0.1006993
board of                      		27.0           		0.07377049
of this                       		53.0           		0.0565032
this engineering              		1.0            		0.010989011
engineering and               		1.0            		1.0
and construction              		2.0            		0.0029542097
construction company          		1.0            		0.2
company .                     		22.0           		0.14965986
. The                         		121.0          		0.12112112
The government                		2.0            		0.013157895
government ,                  		1.0            		0.07692308
, in                          		15.0           		0.0074110674
in turn                       		2.0            		0.0055710305
turn ,                        		1.0            		0.25
, guaranteed                  		1.0            		4.9407117E-4
guaranteed financing          		1.0            		1.0
financing to                  		1.0            		0.16666667
to complete                   		2.0            		0.0030816642
complete the                  		2.0            		0.6666667
the order                     		1.0            		6.993007E-4
order backlog                 		1.0            		0.2
backlog and                   		1.0            		1.0
and took                      		3.0            		0.0044313148
took control                  		2.0            		0.16666667
control of                    		5.0            		0.3846154
of the                        		266.0          		0.2835821
the board                     		144.0          		0.1006993
board .                       		57.0           		0.1557377
. Norman                      		2.0            		0.002002002
Norman J.                     		1.0            		0.33333334
J. Harrison                   		1.0            		0.03846154
Harrison ,                    		2.0            		0.6666667
, chairman                    		187.0          		0.092391305
chairman ,                    		92.0           		0.16606498
, will                        		21.0           		0.010375494
will succeed                  		4.0            		0.03508772
succeed him                   		1.0            		0.14285715
him as                        		2.0            		0.14285715
as chief                      		3.0            		0.02
chief executive               		164.0          		0.86315787
executive .                   		10.0           		0.052910052
. Ratners                     		1.0            		0.001001001
Ratners 's                    		1.0            		0.5
's chairman                   		66.0           		0.17142858
chairman ,                    		92.0           		0.16606498
, Gerald                      		1.0            		4.9407117E-4
Gerald Ratner                 		1.0            		0.5
Ratner ,                      		1.0            		1.0
, said                        		100.0          		0.049407113
said the                      		32.0           		0.113879
the deal                      		1.0            		6.993007E-4
deal remains                  		1.0            		0.25
remains of                    		1.0            		0.083333336
of ``                         		2.0            		0.0021321962
`` substantial                		1.0            		0.004032258
substantial benefit           		1.0            		0.5
benefit to                    		1.0            		1.0
to Ratners                    		1.0            		0.0015408321
Ratners .                     		1.0            		0.5
. ''                          		64.0           		0.06406406
'' As                         		1.0            		0.004166667
As it                         		1.0            		0.083333336
it turns                      		1.0            		0.010204081
turns out                     		1.0            		1.0
out ,                         		3.0            		0.09677419
, the                         		111.0          		0.0548419
the board                     		144.0          		0.1006993
board has                     		9.0            		0.024590164
has a                         		5.0            		0.055555556
a lot                         		4.0            		0.0068728523
lot of                        		2.0            		0.5
of important                  		1.0            		0.0010660981
important members             		1.0            		0.5
members ,                     		3.0            		0.075
, including                   		10.0           		0.0049407114
including Winton              		1.0            		0.07692308
Winton Blount                 		1.0            		1.0
Blount -LRB-                  		1.0            		1.0
-LRB- former                  		1.0            		0.022222223
former postmaster             		1.0            		0.037037037
postmaster general            		1.0            		1.0
general of                    		1.0            		0.125
of the                        		266.0          		0.2835821
the U.S.                      		4.0            		0.002797203
U.S. -RRB-                    		1.0            		0.071428575
-RRB- ,                       		23.0           		0.51111114
, Mrs.                        		2.0            		9.881423E-4
Mrs. Henry                    		1.0            		0.33333334
Henry Gaisman                 		1.0            		0.2
Gaisman -LRB-                 		1.0            		1.0
-LRB- widow                   		1.0            		0.022222223
widow of                      		1.0            		1.0
of the                        		266.0          		0.2835821
the inventor                  		1.0            		6.993007E-4
inventor of                   		1.0            		1.0
of auto-strop                 		1.0            		0.0010660981
auto-strop razor              		1.0            		1.0
razor -RRB-                   		1.0            		1.0
-RRB- and                     		4.0            		0.08888889
and Vincent                   		1.0            		0.0014771048
Vincent Murphy                		1.0            		1.0
Murphy -LRB-                  		2.0            		0.6666667
-LRB- an                      		1.0            		0.022222223
an investment                 		2.0            		0.025316456
investment banker             		5.0            		0.1923077
banker at                     		1.0            		0.2
at Merrill                    		1.0            		0.01
Merrill Lynch                 		2.0            		0.5
Lynch &                       		2.0            		0.6666667
& Co                          		3.0            		0.075
Co .                          		7.0            		1.0
. -RRB-                       		7.0            		0.007007007
-RRB- Mr.                     		1.0            		0.022222223
Mr. Sloan                     		1.0            		0.0056179776
Sloan plans                   		1.0            		0.5
plans to                      		10.0           		0.5882353
to remain                     		7.0            		0.010785825
remain on                     		5.0            		0.2173913
on the                        		65.0           		0.43333334
the board                     		144.0          		0.1006993
board until                   		3.0            		0.008196721
until his                     		3.0            		0.1764706
his current                   		2.0            		0.025
current term                  		1.0            		0.05882353
term expires                  		1.0            		0.5
expires in                    		1.0            		1.0
in April                      		5.0            		0.013927577
April 1991                    		1.0            		0.125
1991 ,                        		1.0            		0.5
, a                           		68.0           		0.03359684
a Lance                       		1.0            		0.0017182131
Lance spokesman               		1.0            		1.0
spokesman said                		4.0            		0.8
said .                        		18.0           		0.06405694
. Carrying                    		1.0            		0.001001001
Carrying the                  		1.0            		1.0
the new                       		23.0           		0.016083917
new message                   		1.0            		0.015151516
message on                    		1.0            		0.5
on the                        		65.0           		0.43333334
the road                      		20.0           		0.013986014
road ,                        		3.0            		0.06382979
, Mr.                         		27.0           		0.013339921
Mr. Straszheim                		2.0            		0.011235955
Straszheim meets              		1.0            		0.5
meets confrontation           		1.0            		0.33333334
confrontation that            		1.0            		0.5
that often                    		1.0            		0.0038910506
often occurs                  		1.0            		0.33333334
occurs in                     		1.0            		1.0
in inverse                    		1.0            		0.0027855153
inverse proportion            		1.0            		1.0
proportion to                 		1.0            		1.0
to the                        		85.0           		0.13097073
the size                      		3.0            		0.0020979021
size of                       		4.0            		0.8
of the                        		266.0          		0.2835821
the client                    		1.0            		6.993007E-4
client .                      		1.0            		0.5
. Total                       		1.0            		0.001001001
Total Assets                  		1.0            		1.0
Assets Protection             		1.0            		1.0
Protection Inc.               		1.0            		1.0
Inc. ,                        		30.0           		0.5882353
, rebounding                  		1.0            		4.9407117E-4
rebounding from               		1.0            		1.0
from its                      		3.0            		0.036585364
its earlier                   		1.0            		0.007751938
earlier loss                  		1.0            		0.11111111
loss ,                        		1.0            		0.2
, expects                     		2.0            		9.881423E-4
expects to                    		7.0            		0.53846157
to report                     		4.0            		0.0061633284
report earnings               		2.0            		0.2
earnings from                 		1.0            		0.055555556
from operations               		1.0            		0.0121951215
operations of                 		3.0            		0.375
of about                      		5.0            		0.0053304904
about $                       		6.0            		0.14285715
$ 200,000                     		1.0            		0.01
200,000 for                   		1.0            		1.0
for the                       		40.0           		0.25641027
the third                     		6.0            		0.0041958042
third quarter                 		5.0            		0.8333333
quarter ,                     		4.0            		0.26666668
, J.C.                        		1.0            		4.9407117E-4
J.C. Matlock                  		1.0            		1.0
Matlock ,                     		1.0            		1.0
, chairman                    		187.0          		0.092391305
chairman ,                    		92.0           		0.16606498
, said                        		100.0          		0.049407113
said .                        		18.0           		0.06405694
. In                          		38.0           		0.038038038
In an                         		5.0            		0.11363637
an interview                  		8.0            		0.101265825
interview ,                   		2.0            		0.22222222
, W.                          		1.0            		4.9407117E-4
W. Brent                      		1.0            		0.06666667
Brent LeGere                  		1.0            		1.0
LeGere ,                      		1.0            		1.0
, chairman                    		187.0          		0.092391305
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive officer             		114.0          		0.6031746
officer ,                     		56.0           		0.4148148
, said                        		100.0          		0.049407113
said he                       		21.0           		0.07473309
he expects                    		4.0            		0.046511628
expects revenue               		1.0            		0.07692308
revenue in                    		1.0            		0.14285715
in the                        		92.0           		0.2562674
the latest                    		1.0            		6.993007E-4
latest quarter                		1.0            		0.5
quarter to                    		1.0            		0.06666667
to total                      		1.0            		0.0015408321
total about                   		1.0            		0.25
about $                       		6.0            		0.14285715
$ 28                          		1.0            		0.01
28 million                    		1.0            		1.0
million .                     		8.0            		0.15384616
. Louisiana-Pacific           		1.0            		0.001001001
Louisiana-Pacific Corp.       		1.0            		1.0
Corp. said                    		7.0            		0.11666667
said its                      		21.0           		0.07473309
its board                     		34.0           		0.2635659
board authorized              		6.0            		0.016393442
authorized the                		6.0            		0.85714287
the purchase                  		7.0            		0.004895105
purchase of                   		6.0            		0.54545456
of as                         		6.0            		0.0063965884
as many                       		7.0            		0.046666667
many as                       		7.0            		0.4117647
as five                       		2.0            		0.013333334
five million                  		2.0            		0.18181819
million of                    		4.0            		0.07692308
of its                        		29.0           		0.030916844
its common                    		5.0            		0.03875969
common shares                 		7.0            		0.46666667
shares for                    		1.0            		0.03846154
for employee                  		1.0            		0.0064102565
employee stock                		1.0            		0.5
stock plans                   		1.0            		0.025
plans and                     		1.0            		0.05882353
and other                     		9.0            		0.013293944
other general                 		1.0            		0.028571429
general corporate             		1.0            		0.125
corporate purposes            		1.0            		0.125
purposes .                    		1.0            		1.0
. Kidder                      		1.0            		0.001001001
Kidder denied                 		1.0            		0.25
denied that                   		2.0            		1.0
that GE                       		1.0            		0.0038910506
GE 's                         		1.0            		0.5
's chairman                   		66.0           		0.17142858
chairman and                  		140.0          		0.25270757
and chief                     		157.0          		0.23190546
chief executive               		164.0          		0.86315787
executive ,                   		18.0           		0.0952381
, John                        		4.0            		0.0019762847
John F.                       		1.0            		0.023255814
F. Welch                      		1.0            		0.125
Welch ,                       		1.0            		1.0
, had                         		5.0            		0.0024703557
had anything                  		1.0            		0.020833334
anything to                   		1.0            		0.33333334
to do                         		4.0            		0.0061633284
do with                       		1.0            		0.055555556
with Kidder                   		1.0            		0.0091743115
Kidder 's                     		1.0            		0.25
's decision                   		10.0           		0.025974026
decision .                    		1.0            		0.05882353
. One                         		7.0            		0.007007007
One former                    		1.0            		0.07692308
former executive              		1.0            		0.037037037
executive says                		1.0            		0.005291005
says ,                        		4.0            		0.071428575
, ``                          		17.0           		0.00839921
`` Nobody                     		3.0            		0.012096774
Nobody wanted                 		1.0            		0.33333334
wanted that                   		1.0            		0.2
that deal                     		1.0            		0.0038910506
deal inside                   		1.0            		0.25
inside USX                    		1.0            		1.0
USX except                    		1.0            		0.33333334
except Dave                   		1.0            		1.0
Dave Roderick                 		1.0            		0.5
Roderick ,                    		1.0            		0.5
, ''                          		115.0          		0.056818184
'' who                        		1.0            		0.004166667
who was                       		10.0           		0.10204082
was a                         		4.0            		0.022857143
a hunting                     		1.0            		0.0017182131
hunting and                   		1.0            		1.0
and fishing                   		1.0            		0.0014771048
fishing buddy                 		1.0            		1.0
buddy of                      		1.0            		1.0
of William                    		3.0            		0.0031982942
William L.                    		1.0            		0.037037037
L. Hutchison                  		1.0            		0.04347826
Hutchison ,                   		1.0            		1.0
, chairman                    		187.0          		0.092391305
chairman of                   		225.0          		0.4061372
of Texas                      		2.0            		0.0021321962
Texas Oil                     		1.0            		0.11111111
Oil &                         		1.0            		1.0
& Gas                         		1.0            		0.025
Gas .                         		1.0            		0.5
. But                         		26.0           		0.026026025
But early                     		1.0            		0.03448276
early on                      		1.0            		0.083333336
on Oct.                       		4.0            		0.026666667
Oct. 19                       		3.0            		0.25
19 ,                          		2.0            		0.5
, the                         		111.0          		0.0548419
the second                    		1.0            		6.993007E-4
second of                     		1.0            		0.33333334
of two                        		1.0            		0.0010660981
two hectic                    		1.0            		0.033333335
hectic days                   		1.0            		1.0
days of                       		2.0            		0.4
of board                      		2.0            		0.0021321962
board meetings                		5.0            		0.013661202
meetings ,                    		1.0            		0.14285715
, Mr.                         		27.0           		0.013339921
Mr. Evans                     		3.0            		0.016853932
Evans said                    		1.0            		0.25
said he                       		21.0           		0.07473309
he believed                   		2.0            		0.023255814
believed Qintex               		1.0            		0.125
Qintex Australia              		1.0            		0.33333334
Australia would               		1.0            		1.0
would n't                     		9.0            		0.10465116
n't be                        		5.0            		0.055555556
be forthcoming                		1.0            		0.009259259
forthcoming .                 		1.0            		1.0
. What                        		2.0            		0.002002002
What you                      		1.0            		0.33333334
you want                      		1.0            		0.1
want to                       		6.0            		0.6666667
to know                       		2.0            		0.0030816642
know is                       		1.0            		0.33333334
is when                       		1.0            		0.0053475937
when the                      		6.0            		0.21428572
the road                      		20.0           		0.013986014
road 's                       		1.0            		0.021276595
's rough                      		1.0            		0.0025974025
rough ,                       		1.0            		1.0
, when                        		11.0           		0.0054347827
when there                    		1.0            		0.035714287
there 's                      		1.0            		0.055555556
's snow                       		1.0            		0.0025974025
snow and                      		1.0            		1.0
and ice                       		1.0            		0.0014771048
ice ,                         		1.0            		1.0
, how                         		1.0            		4.9407117E-4
how 's                        		1.0            		0.2
's this                       		1.0            		0.0025974025
this car                      		1.0            		0.010989011
car going                     		1.0            		0.25
going to                      		3.0            		0.42857143
to perform                    		1.0            		0.0015408321
perform ?                     		1.0            		1.0
? ''                          		3.0            		0.5
'' Aides                      		1.0            		0.004166667
Aides say                     		1.0            		1.0
say he                        		2.0            		0.15384616
he continued                  		1.0            		0.011627907
continued to                  		4.0            		0.5
to work                       		4.0            		0.0061633284
work the                      		1.0            		0.083333336
the phones                    		1.0            		6.993007E-4
phones through                		1.0            		1.0
through the                   		9.0            		0.5
the weekend                   		5.0            		0.0034965035
weekend .                     		1.0            		0.16666667
. Commissioner                		1.0            		0.001001001
Commissioner Mary             		1.0            		1.0
Mary Francis                  		1.0            		0.33333334
Francis Berry                 		1.0            		1.0
Berry said                    		1.0            		0.33333334
said it                       		20.0           		0.071174376
it was                        		15.0           		0.15306123
was ``                        		6.0            		0.034285713
`` another                    		1.0            		0.004032258
another sad                   		1.0            		0.071428575
sad episode                   		1.0            		1.0
episode in                    		1.0            		1.0
in the                        		92.0           		0.2562674
the saga                      		1.0            		6.993007E-4
saga of                       		1.0            		1.0
of the                        		266.0          		0.2835821
the unguided                  		1.0            		6.993007E-4
unguided missile              		1.0            		1.0
missile who                   		1.0            		1.0
who is                        		13.0           		0.13265306
is chairman                   		12.0           		0.06417112
chairman .                    		37.0           		0.066787004
. ''                          		64.0           		0.06406406
'' But                        		2.0            		0.008333334
But other                     		1.0            		0.03448276
other than                    		1.0            		0.028571429
than the                      		3.0            		0.11111111
the fact                      		2.0            		0.0013986015
fact that                     		2.0            		0.5
that besuboru                 		1.0            		0.0038910506
besuboru is                   		1.0            		1.0
is played                     		1.0            		0.0053475937
played with                   		1.0            		0.5
with a                        		13.0           		0.119266056
a ball                        		1.0            		0.0017182131
